Time [sec],Acceleration [cm/sec2]
8.64,-45.05529
8.65,-34.50447
8.66,-21.78233
8.67,-8.53446
8.68,2.75209
8.69,7.80159
8.7,6.74499
8.71,7.79837
8.72,18.36405
8.73,35.25705
8.74,49.73377
8.75,55.54607
8.76,54.15799
8.77,51.85489
8.78,48.23056
8.79,41.52657
8.8,38.0376
8.81,41.58742
8.82,50.33669
8.83,62.56017
8.84,72.9627
8.85,76.03105
8.86,70.76259
8.87,57.79088
8.88,43.8453
8.89,32.86185
8.9,15.45023
8.91,-5.50029
8.92,-16.59317
8.93,-26.06515
8.94,-40.07779
8.95,-46.61473
8.96,-42.83319
8.97,-29.08565
8.98,-7.4124
8.99,6.6388
9,7.67522
9.01,5.55494
9.02,-0.1082
9.03,-22.37415
9.04,-61.24495
9.05,-93.33613
9.06,-105.92055
9.07,-111.54294
9.08,-118.25271
9.09,-123.91859
9.1,-124.16839
9.11,-110.41216
9.12,-80.20927
9.13,-39.60743
9.14,-0.88262
9.15,23.91993
9.16,39.85829
9.17,51.47777
9.18,54.48937
9.19,58.36615
9.2,66.9107
9.21,70.4116
9.22,70.8832
9.23,67.81669
9.24,48.93915
9.25,8.9155
9.26,-42.39608
9.27,-79.6369
9.28,-88.93189
9.29,-87.70024
9.3,-86.5531
9.31,-72.61182
9.32,-41.7196
9.33,-3.20758
9.34,33.08886
9.35,56.43367
9.36,62.51331
9.37,58.38282
9.38,46.79093
9.39,22.58019
9.4,-6.76024
9.41,-30.49981
9.42,-53.00507
9.43,-68.84993
9.44,-65.02557
9.45,-49.23042
9.46,-31.89245
9.47,-15.9552
9.48,-6.01665
9.49,3.6091
9.5,19.37155
9.51,31.59395
9.52,32.44318
9.53,27.57021
9.54,21.41917
9.55,11.95789
9.56,3.10518
9.57,1.34773
9.58,2.42649
9.59,1.47031
9.6,-0.05826
9.61,-4.87364
9.62,-13.62752
9.63,-15.30208
9.64,-1.24159
9.65,22.77578
9.66,45.39686
9.67,58.21295
9.68,59.93964
9.69,60.48739
9.7,64.23774
9.71,64.83577
9.72,65.82838
9.73,67.23799
9.74,59.59626
9.75,47.45811
9.76,33.14363
9.77,15.63428
9.78,7.68227
9.79,8.28649
9.8,8.35417
9.81,12.63531
9.82,17.0843
9.83,13.02931
9.84,2.56025
9.85,-11.09722
9.86,-22.57227
9.87,-27.41811
9.88,-26.2783
9.89,-21.43455
9.9,-20.91133
9.91,-28.77229
9.92,-39.85269
9.93,-55.66667
9.94,-74.99154
9.95,-80.00713
9.96,-59.21722
9.97,-17.00239
9.98,34.46489
9.99,68.83949
10,73.36599
10.01,69.87126
10.02,67.88457
10.03,58.33117
10.04,45.56608
10.05,29.88361
10.06,7.63418
10.07,-9.71412
10.08,-12.43595
10.09,-1.00147
10.1,21.17899
10.11,47.40228
10.12,70.67918
10.13,88.13154
10.14,97.69075
10.15,96.34524
10.16,82.15135
10.17,53.91824
10.18,23.89357
10.19,13.50841
10.2,17.43552
10.21,16.74622
10.22,11.57964
10.23,2.06942
10.24,-13.79453
10.25,-27.63112
10.26,-38.96583
10.27,-52.48555
10.28,-64.02069
10.29,-68.10251
10.3,-57.63184
10.31,-24.92153
10.32,25.11604
10.33,72.08348
10.34,96.32306
10.35,99.64307
10.36,90.5138
10.37,60.49656
10.38,6.28851
10.39,-53.96478
10.4,-95.22171
10.41,-100.87928
10.42,-79.60604
10.43,-47.99678
10.44,-7.31365
10.45,28.03231
10.46,37.29199
10.47,31.28052
10.48,24.66217
10.49,14.50806
10.5,5.83581
10.51,7.93686
10.52,14.75937
10.53,19.60837
10.54,29.73408
10.55,46.97831
10.56,62.01321
10.57,71.83804
10.58,75.24429
10.59,65.81261
10.6,41.98538
10.61,15.03542
10.62,1.84665
10.63,2.32473
10.64,5.04566
10.65,11.47709
10.66,19.43858
10.67,17.22578
10.68,6.49991
10.69,-9.9777
10.7,-30.67833
10.71,-40.60475
10.72,-35.35338
10.73,-21.6974
10.74,-0.01071
10.75,16.12366
10.76,12.06555
10.77,-3.21807
10.78,-18.55553
10.79,-27.42003
10.8,-26.67016
10.81,-23.22358
10.82,-16.89252
10.83,-3.97843
10.84,10.67245
10.85,27.55638
10.86,44.96926
10.87,51.87977
10.88,42.88166
10.89,16.69846
10.9,-21.62529
10.91,-55.60542
10.92,-77.72178
10.93,-92.08413
10.94,-96.62745
10.95,-90.46926
10.96,-77.06563
10.97,-57.22788
10.98,-38.21493
10.99,-24.83686
11,-11.05439
11.01,2.19429
11.02,10.532
11.03,13.48854
11.04,3.71685
11.05,-23.38859
11.06,-59.26608
11.07,-93.56436
11.08,-120.63202
11.09,-136.82796
11.1,-141.10591
11.11,-140.00076
11.12,-141.25493
11.13,-140.84033
11.14,-130.09647
11.15,-106.15781
11.16,-74.41464
11.17,-48.68462
11.18,-34.26853
11.19,-24.29531
11.2,-17.6363
11.21,-15.27724
11.22,-13.77183
11.23,-12.11848
11.24,-12.50311
11.25,-16.3145
11.26,-21.18138
11.27,-26.13992
11.28,-30.4982
11.29,-28.17176
11.3,-18.2257
11.31,-4.01635
11.32,13.17118
11.33,28.099
11.34,39.35279
11.35,50.31924
11.36,56.76115
11.37,54.27089
11.38,44.9166
11.39,27.95602
11.4,0.86755
11.41,-31.94268
11.42,-60.95042
11.43,-75.50724
11.44,-70.67723
11.45,-53.06738
11.46,-24.32126
11.47,16.73163
11.48,51.12667
11.49,66.51484
11.5,74.4763
11.51,77.44046
11.52,72.3304
11.53,64.62575
11.54,50.82006
11.55,26.72358
11.56,4.53513
11.57,-5.36693
11.58,-8.60197
11.59,-9.33745
11.6,-4.6716
11.61,1.96297
11.62,7.88607
11.63,13.93101
11.64,14.61386
11.65,7.23161
11.66,-5.39987
11.67,-18.91716
11.68,-27.10297
11.69,-32.4478
11.7,-36.90172
11.71,-32.81386
11.72,-20.81469
11.73,-2.68107
11.74,22.48833
11.75,41.54672
11.76,46.62232
11.77,45.7707
11.78,41.7338
11.79,33.82351
11.8,27.3742
11.81,24.76142
11.82,21.82932
11.83,19.33381
11.84,20.60726
11.85,21.06442
11.86,20.73785
11.87,24.08217
11.88,24.13505
11.89,16.11619
11.9,7.27471
11.91,3.38708
11.92,5.22153
11.93,12.66291
11.94,25.97549
11.95,40.53731
11.96,45.77868
11.97,41.3179
11.98,33.76652
11.99,22.06081
12,8.995
12.01,-0.12166
12.02,-7.0953
12.03,-11.1608
12.04,-12.34037
12.05,-13.21713
12.06,-11.40687
12.07,-7.2225
12.08,-4.2108
12.09,-3.30865
12.1,-6.44786
12.11,-13.57388
12.12,-19.28478
12.13,-21.82048
12.14,-25.23121
12.15,-29.80868
12.16,-33.49569
12.17,-37.86592
12.18,-42.91004
12.19,-46.68296
12.2,-50.55206
12.21,-57.09201
12.22,-66.84377
12.23,-76.37667
12.24,-81.26524
12.25,-82.28017
12.26,-80.60875
12.27,-73.92991
12.28,-62.17339
12.29,-48.26622
12.3,-35.77325
12.31,-28.25266
12.32,-26.31497
12.33,-26.51512
12.34,-26.1723
12.35,-26.07652
12.36,-26.25306
12.37,-25.25714
12.38,-22.95841
12.39,-20.86129
12.4,-20.51306
12.41,-20.35175
12.42,-20.20338
12.43,-23.4102
12.44,-28.74477
12.45,-32.76392
12.46,-33.28524
12.47,-26.83946
12.48,-13.26581
12.49,3.19239
12.5,17.09824
12.51,25.28907
12.52,30.3835
12.53,35.60199
12.54,40.03463
12.55,41.9317
12.56,42.07792
12.57,41.43412
12.58,38.93434
12.59,35.07779
12.6,31.40873
12.61,27.74293
12.62,22.41014
12.63,14.79408
12.64,9.08296
12.65,7.52965
12.66,7.85752
12.67,9.80386
12.68,12.47551
12.69,16.33104
12.7,21.12294
12.71,20.51731
12.72,15.61474
12.73,11.14482
12.74,5.05542
12.75,-0.09371
12.76,-2.73271
12.77,-4.2501
12.78,-1.0827
12.79,2.51767
12.8,2.84435
12.81,5.3213
12.82,7.96294
12.83,9.36698
12.84,12.57624
12.85,14.52122
12.86,13.746
12.87,11.38897
12.88,9.05791
12.89,9.52377
12.9,11.55481
12.91,13.61288
12.92,14.87037
12.93,14.22997
12.94,14.05037
12.95,14.26096
12.96,12.13979
12.97,9.51641
12.98,8.91159
12.99,9.35612
13,8.93874
13.01,7.02874
13.02,4.05666
13.03,0.66988
13.04,-3.01261
13.05,-7.16164
13.06,-8.99531
13.07,-5.86827
13.08,0.34623
13.09,9.22616
13.1,20.18828
13.11,27.72868
13.12,30.12333
13.13,31.7292
13.14,34.28343
13.15,35.26416
13.16,34.4164
13.17,34.52521
13.18,34.95058
13.19,33.89923
13.2,32.29185
13.21,29.62415
13.22,25.18825
13.23,20.50989
13.24,17.19546
13.25,16.47449
13.26,18.20536
13.27,21.87569
13.28,27.86991
13.29,33.48209
13.3,34.98791
13.31,33.8261
13.32,31.02781
13.33,24.24247
13.34,16.56548
13.35,10.66161
13.36,1.33026
13.37,-9.38236
13.38,-15.59739
13.39,-21.84446
13.4,-27.76846
13.41,-28.24884
13.42,-27.06925
13.43,-24.7683
13.44,-18.78112
13.45,-12.02496
13.46,-4.92928
13.47,3.03183
13.48,9.88271
13.49,14.07363
13.5,13.89011
13.51,11.16173
13.52,8.85921
13.53,6.53831
13.54,5.53398
13.55,5.37714
13.56,3.08635
13.57,0.19017
13.58,-4.03933
13.59,-10.33319
13.6,-13.63645
13.61,-15.09273
13.62,-16.90404
13.63,-14.51008
13.64,-8.71108
13.65,-1.49389
13.66,8.39208
13.67,17.247
13.68,23.44777
13.69,27.6675
13.7,26.47454
13.71,22.05249
13.72,19.58883
13.73,17.55159
13.74,16.35307
13.75,18.5952
13.76,21.48096
13.77,22.86258
13.78,21.62056
13.79,17.29134
13.8,14.64882
13.81,15.80763
13.82,19.41871
13.83,24.15497
13.84,27.09668
13.85,28.43436
13.86,27.62787
13.87,25.30211
13.88,25.05824
13.89,22.28509
13.9,16.2492
13.91,13.14246
13.92,10.67975
13.93,8.18262
13.94,8.39921
13.95,8.62145
13.96,7.61752
13.97,5.59034
13.98,2.50397
13.99,2.13278
14,6.87426
14.01,12.55849
14.02,13.99151
14.03,12.015
14.04,9.73753
14.05,7.09389
14.06,4.88131
14.07,3.52954
14.08,1.01355
14.09,-1.37686
14.1,-4.22457
14.11,-10.50054
14.12,-15.44844
14.13,-16.44562
14.14,-17.15812
14.15,-15.58119
14.16,-11.60965
14.17,-9.82062
14.18,-8.2866
14.19,-5.75664
14.2,-4.98428
14.21,-4.72472
14.22,-4.74622
14.23,-6.32433
14.24,-6.0226
14.25,-1.32442
14.26,3.65862
14.27,4.7077
14.28,4.8197
14.29,5.58416
14.3,3.68501
14.31,2.21663
14.32,3.41789
14.33,3.12352
14.34,2.06708
14.35,0.78968
14.36,-2.17998
14.37,-3.71897
14.38,-4.15311
14.39,-5.1776
14.4,-4.80979
14.41,-5.04046
14.42,-6.16759
14.43,-4.09992
14.44,-1.20161
14.45,-0.58518
14.46,0.05726
14.47,-0.28508
14.48,-3.6914
14.49,-8.25303
14.5,-13.85146
14.51,-19.87595
14.52,-22.7254
14.53,-22.59363
14.54,-21.61863
14.55,-20.27013
14.56,-19.47325
14.57,-17.99525
14.58,-14.09009
14.59,-9.08137
14.6,-3.35588
14.61,2.39705
14.62,7.46673
14.63,13.87721
14.64,20.2161
14.65,24.39267
14.66,27.81647
14.67,30.14616
14.68,31.03137
14.69,30.91223
14.7,29.5023
14.71,27.26921
14.72,24.58472
14.73,20.98172
14.74,14.96757
14.75,8.00529
14.76,2.92559
