Time [sec],Acceleration [cm/sec2]
4.88,0.89587
4.89,1.92037
4.9,0.76502
4.91,-0.05979
4.92,1.55828
4.93,0.69297
4.94,-1.04561
4.95,1.3209
4.96,1.52018
4.97,-0.75713
4.98,0.19321
4.99,0.52099
5,0.16209
5.01,0.44399
5.02,-1.49043
5.03,-2.08331
5.04,-1.22921
5.05,-1.11027
5.06,0.80894
5.07,1.65971
5.08,0.19692
5.09,-0.48607
5.1,-1.14218
5.11,-1.42462
5.12,-1.23433
5.13,-1.54842
5.14,-0.78176
5.15,-0.11121
5.16,-1.09289
5.17,-1.61566
5.18,-1.68394
5.19,-2.53354
5.2,-2.92576
5.21,-1.97532
5.22,-0.12554
5.23,1.90634
5.24,2.9139
5.25,1.81075
5.26,-0.52636
5.27,-1.49507
5.28,-1.08807
5.29,-0.66214
5.3,0.78717
5.31,1.74339
5.32,0.40731
5.33,0.06265
5.34,1.6444
5.35,2.55821
5.36,1.88956
5.37,0.50612
5.38,0.16583
5.39,0.42081
5.4,0.58258
5.41,1.05461
5.42,0.63688
5.43,0.56142
5.44,1.47259
5.45,0.9651
5.46,-0.01821
5.47,-0.87698
5.48,-1.74346
5.49,-1.13114
5.5,-0.88079
5.51,-0.76442
5.52,1.0903
5.53,0.69344
5.54,-1.70062
5.55,-0.88638
5.56,0.61588
5.57,-0.59135
5.58,-1.69599
5.59,-1.41689
5.6,-0.95633
5.61,-0.61845
5.62,0.0971
5.63,1.26229
5.64,0.94615
5.65,-0.37081
5.66,0.28758
5.67,1.06406
5.68,0.19887
5.69,0.21028
5.7,0.41662
5.71,-0.40552
5.72,-0.32211
5.73,0.33691
5.74,0.94837
5.75,1.37534
5.76,0.33756
5.77,-0.24788
5.78,0.25522
5.79,-0.31975
5.8,-0.45164
5.81,0.13134
5.82,-0.28842
5.83,-0.5034
5.84,-0.19489
5.85,-0.35223
5.86,-0.40177
5.87,0.29446
5.88,0.37362
5.89,-0.6802
5.9,-0.59966
5.91,0.48862
5.92,0.34542
5.93,-0.53462
5.94,-0.50337
5.95,0.04907
5.96,0.12545
5.97,0.21513
5.98,0.12135
5.99,0.17593
6,1.16539
6.01,0.6664
6.02,-0.68753
6.03,-0.46787
6.04,-1.41885
6.05,-2.25997
6.06,0.07727
6.07,1.2969
6.08,0.86805
6.09,1.66126
6.1,0.93594
6.11,-0.98222
6.12,-1.05602
6.13,-0.56558
6.14,-0.08106
6.15,0.23622
6.16,-0.75422
6.17,-1.10467
6.18,0.03264
6.19,0.34247
6.2,0.32768
6.21,0.96323
6.22,0.27753
6.23,-1.05067
6.24,-0.50379
6.25,0.33387
6.26,-0.17128
6.27,0.31622
6.28,1.58034
6.29,0.52823
6.3,-0.72396
6.31,0.06843
6.32,-0.16767
6.33,-0.90109
6.34,0.25879
6.35,0.48369
6.36,-0.45296
6.37,0.16124
6.38,0.49407
6.39,0.16475
6.4,0.84971
6.41,0.15816
6.42,-1.48964
6.43,-1.48151
6.44,-1.19869
6.45,0.19611
6.46,2.26768
6.47,1.00136
6.48,-0.52009
6.49,0.29966
6.5,-0.31103
6.51,-0.87247
6.52,0.43181
6.53,0.45284
6.54,-0.39762
6.55,-0.54012
6.56,-0.03936
6.57,0.57285
6.58,-0.63557
6.59,-1.36646
6.6,0.27171
6.61,0.33798
6.62,-0.28691
6.63,0.58659
6.64,0.59518
6.65,0.44475
6.66,0.30544
6.67,-0.24992
6.68,0.7366
6.69,0.79409
6.7,-0.29393
6.71,0.4849
6.72,-0.02853
6.73,-1.28949
6.74,-0.16866
6.75,-0.00602
6.76,0.15588
6.77,1.25608
6.78,-0.12552
6.79,-0.32534
6.8,0.87339
6.81,-0.50348
6.82,-0.17609
6.83,1.40376
6.84,0.03808
6.85,-0.72323
6.86,-0.2512
6.87,-0.6855
6.88,-0.24802
6.89,0.07972
6.9,-0.96593
6.91,-0.55217
6.92,0.32104
6.93,-0.92191
6.94,-0.89355
6.95,0.67679
6.96,-0.33855
6.97,-1.11422
6.98,0.67588
6.99,0.91437
7,0.06069
7.01,0.33959
7.02,0.06691
7.03,-0.16806
7.04,0.35932
7.05,0.82381
7.06,1.60948
7.07,1.01967
7.08,-0.85638
7.09,-0.98201
7.1,-0.80358
7.11,-1.17972
7.12,-0.12712
7.13,0.74468
7.14,0.24098
7.15,0.13456
7.16,1.08018
7.17,1.2856
7.18,-0.30074
7.19,-0.9389
7.2,-0.3024
7.21,-0.40948
7.22,0.56383
7.23,1.6362
7.24,0.34264
7.25,-0.44186
7.26,-0.24616
7.27,-0.94111
7.28,-0.87292
7.29,-0.22906
7.3,-0.33023
7.31,0.22545
7.32,0.26193
7.33,-0.86839
7.34,0.05996
7.35,1.07702
7.36,-0.4459
7.37,-0.80288
7.38,0.26128
7.39,0.45932
7.4,0.68217
7.41,0.36208
7.42,-0.8461
7.43,-1.39061
7.44,-0.83835
7.45,0.46349
7.46,1.38558
7.47,0.85433
7.48,-0.54842
7.49,-0.48553
7.5,0.71243
7.51,-0.41513
7.52,-1.19071
7.53,0.50892
7.54,-0.29167
7.55,-1.18737
7.56,1.15723
7.57,0.89813
7.58,-0.86736
7.59,0.40867
7.6,1.21755
7.61,0.66875
7.62,0.16155
7.63,-1.04696
7.64,-1.10797
7.65,-0.20414
7.66,0.26034
7.67,0.95921
7.68,0.42935
7.69,-0.03473
7.7,1.20335
7.71,0.4291
7.72,-0.88171
7.73,0.32772
7.74,-0.14599
7.75,-1.70303
7.76,-0.2477
7.77,0.53073
7.78,-0.36166
7.79,0.60994
7.8,0.66852
7.81,-0.56642
7.82,0.45722
7.83,0.98864
7.84,-0.29136
7.85,-0.65872
7.86,-0.41691
7.87,-0.12879
7.88,0.33419
7.89,0.41871
7.9,0.0051
7.91,-0.43458
7.92,-0.44337
7.93,-0.67112
7.94,-0.75736
7.95,-0.08775
7.96,-0.01798
7.97,-0.00053
7.98,0.84193
7.99,0.94408
8,0.47268
8.01,0.54754
8.02,0.27805
8.03,-0.6937
8.04,-0.72444
8.05,0.34836
8.06,0.61096
8.07,0.10456
8.08,-0.0907
8.09,0.12299
8.1,0.45353
8.11,0.01987
8.12,-0.42714
8.13,-0.09748
8.14,-0.41657
8.15,-0.51533
8.16,0.2915
8.17,0.03603
8.18,-0.16317
8.19,0.53186
8.2,0.19518
8.21,-0.10734
8.22,0.17397
8.23,-0.29384
8.24,-0.20592
